"emp_no","salary"
233798,81597
233799,40864
233800,73028
233801,67394
233806,56000
233807,57336
233809,58799
233811,45483
233812,73945
233813,40372
233817,66657
233822,40000
233823,46304
233824,42099
233826,49663
233835,62392
233836,45420
233838,66976
233841,67766
233846,40000
233847,57102
233849,52446
233851,40000
233852,43167
233855,40000
233861,62833
233865,40000
233866,78385
233870,64413
233871,53177
233875,40000
233878,57605
233879,62327
233880,40000
233883,55791
233886,40000
233895,48305
233903,40000
233904,43997
233905,53558
233912,51727
233913,40000
233915,40000
233916,46944
233918,43870
233922,40000
233928,49540
233937,52374
233941,76699
233948,60907
233953,40000
233956,68077
233965,52170
233967,40000
233972,65608
233977,58531
233978,75927
233979,61439
233997,40000
233999,40000
234000,40000
234005,42301
234009,40000
234015,47278
234024,63876
234027,62062
234028,40000
234030,61954
234032,56509
234039,40000
234040,40000
234045,56001
234048,43688
234049,46147
234064,47079
234067,51704
234074,70550
234075,53717
234077,58928
234078,69336
234081,42175
234084,62330
234088,60323
234089,40000
234092,41062
234094,49892
234099,46184
234102,61669
234104,40000
234107,54682
234116,86518
234119,59307
234123,60029
234128,48132
234136,47842
234137,41461
234144,48376
234147,81099
234149,40000
234151,40000
234152,55776
234153,40000
234166,81432
234169,65162
234175,69952
234177,49547
234178,40000
234181,40000
234183,40000
234190,40000
234191,45876
234198,40000
234202,73932
234204,41076
234215,47026
234216,46452
234221,47524
234224,40000
234228,40000
234229,40390
234231,40000
234237,50725
234240,85071
234241,69397
234264,40000
234275,58545
234279,72818
234282,50076
234288,66748
234289,40000
234295,40000
234306,102063
234310,68083
234315,40173
234322,44253
234324,82386
234325,67335
234326,40000
234329,44801
234331,40000
234339,40000
234347,40000
234349,87388
234351,40000
234354,53883
234356,40000
234358,47535
234362,58374
234363,80631
234364,64236
234366,52239
234370,40000
234372,53161
234376,87805
234377,40000
234379,67592
234380,69281
234386,40000
234390,54686
234397,40000
234398,40748
234400,62310
234406,49724
234410,40000
234411,40000
234416,55855
234417,52178
234420,57756
234423,40000
234425,40000
234429,60141
234434,42302
234436,73242
234439,55784
234440,52720
234446,40000
234456,49584
234457,52286
234461,40000
234473,40000
234474,62186
234475,43208
234476,40000
234484,40000
234489,40000
234490,40000
234493,40000
234494,65901
234495,40000
234507,40342
234512,51898
234513,40000
234515,42909
234520,69403
234521,40000
234524,40000
234526,55047
234536,40000
234538,44187
234539,82981
234541,61888
234543,40000
234549,42721
234550,64799
234554,53543
234557,59558
234559,50496
234565,40000
234568,48764
234570,45611
234572,40000
234573,40662
234574,58561
234576,40000
234580,40000
234581,68899
234584,61941
234588,69141
234598,40000
234601,40000
234611,40000
234618,40000
234621,66655
234622,77893
234624,40000
234642,40000
234643,40000
234655,51945
234665,40000
234667,40000
234681,52141
234701,76346
234708,40000
234712,40000
234716,40000
234729,40000
234738,40000
234742,47156
234749,44240
234750,47930
234757,46336
234768,70707
234771,40000
234779,40000
234787,43794
234790,48135
234796,70122
234798,43959
234802,40000
234803,48847
234808,67881
234810,63974
234813,46481
234817,40000
234818,50519
234830,43359
234842,40003
234843,41814
234860,40000
234865,59722
234866,40000
234870,70204
234892,40000
234896,82511
234897,47386
234902,75619
234909,53549
234913,40000
234919,68442
234923,50102
234925,43290
234927,61640
234929,65010
234938,53634
234939,40000
234946,40000
234951,58709
234952,71495
234955,50786
234958,40000
234964,40000
234966,40000
234972,43354
234973,40000
234976,42308
234977,62173
234981,40000
234984,63185
234985,40000
234993,40000
234998,46890
235004,40000
235006,75885
235007,76696
235011,48929
235014,52117
235029,69773
235033,40000
235034,75664
235035,66765
235044,89048
235054,66796
235060,67295
235067,44249
235070,67823
235071,56515
235082,60455
235086,62580
235088,73803
235100,40000
235101,46177
235103,86942
235105,57059
235109,71230
235111,40000
235112,79875
235116,47280
235117,73726
235118,74504
235125,40000
235133,69298
235134,92556
235146,40000
235149,66960
235151,44247
235152,94049
235157,40171
235162,100545
235164,40000
235165,49597
235167,87513
235170,90697
235172,61955
235174,52698
235175,55050
235184,40000
235185,63235
235186,40000
235187,71712
235188,56190
235189,43146
235191,43980
235202,70116
235203,41076
235204,87276
235205,49752
235209,40000
235216,41279
235218,59188
235221,46759
235227,43858
235229,40000
235231,68984
235232,53359
235236,66177
235239,50267
235246,40570
235248,46749
235253,44011
235254,67614
235258,92923
235264,53836
235265,40000
235270,40000
235274,40000
235276,65268
235284,40000
235287,41015
235290,68126
235294,82361
235304,49072
235305,40000
235308,42120
235313,68770
235317,79863
235320,54925
235332,54376
235337,40000
235339,79969
235340,51069
235341,40000
235342,45248
235347,40000
235349,58545
235354,80966
235370,40000
235378,40000
235385,40000
235392,40000
235393,57065
235395,40000
235397,92721
235399,52195
235400,40000
235404,68426
235406,40000
235417,40000
235418,89694
235421,40000
235434,64880
235451,40000
235456,84029
235465,83874
235467,51478
235477,49471
235478,53270
235479,59114
235480,40000
235482,65625
235485,54748
235487,73094
235489,41225
235492,51796
235494,72157
235495,46129
235498,78844
235499,51478
235502,63710
235512,40000
235520,40000
235526,40000
235533,40000
235549,40000
235557,40000
235566,61109
235571,49594
235572,57194
235573,62788
235582,46507
235583,52616
235585,44074
235605,40000
235606,58855
235609,53897
235610,41197
235613,43854
235615,67014
235626,65474
235629,74005
235630,40000
235632,40000
235634,68351
235636,69896
235637,40000
235649,45346
235654,64910
235656,55992
235664,54328
235665,41033
235671,40000
235672,40000
235676,46652
235679,50634
235680,54083
235682,83430
235688,40000
235689,40000
235690,40000
235709,40000
235710,82460
235723,58689
235724,66352
235727,50016
235731,40000
235737,40000
235739,54507
235749,41094
235755,40000
235763,56794
235765,67886
235783,56763
235784,40000
235793,61027
235799,40000
235806,43023
235808,42161
235814,69426
235820,42286
235822,42484
235824,47798
235825,77313
235828,48181
235830,58619
235832,40000
235834,65274
235842,50567
235850,40865
235852,51652
235855,40000
235857,45443
235862,68577
235865,69286
235867,69741
235871,68029
235875,70293
235880,64171
235881,45445
235882,66147
235884,44759
235888,76632
235895,40000
235897,41877
235899,49109
235900,61494
235902,46993
235908,40000
235912,40000
235920,58190
235921,60985
235923,61214
235929,46451
235931,47961
235932,46367
235934,40000
235936,54177
235942,40000
235945,46830
235948,40000
235949,56674
235951,44496
235952,46506
235954,40000
235956,49159
235958,51117
235964,45496
235965,53576
235966,40000
235968,40000
235974,74370
235976,40000
235980,57748
235981,76367
235984,46604
235987,40000
235990,40000
235991,56213
236000,40000
236003,40000
236016,62107
236021,40000
236024,57734
236025,64576
236027,40000
236028,40000
236031,40000
236033,66479
236036,70730
236046,40000
236052,54549
236055,45328
236059,48436
236062,40000
236064,90514
236065,85465
236067,47781
236073,63331
236074,56044
236077,77651
236078,42589
236080,40725
236084,40000
236086,40000
236092,40000
236095,63349
236097,64289
236098,41498
236106,46598
236114,41975
236115,51090
236116,54701
236121,59205
236123,40000
236125,59417
236127,78937
236142,79152
236144,63960
236145,55080
236147,40000
236161,40000
236163,55020
236164,40000
236167,47081
236183,56859
236185,65159
236195,53244
236196,41738
236202,52295
236208,55572
236211,40252
236216,59254
236223,40000
236227,40000
236229,51223
236232,40000
236235,72811
236239,88362
236240,49036
236245,44456
236246,51006
236248,77031
236253,47642
236255,64906
236258,49934
236267,45148
236268,62313
236271,40000
236273,40000
236280,40000
236284,57754
236290,40000
236295,40000
236298,58648
236301,56542
236305,40000
236311,49232
236315,40000
236319,40000
236322,44358
236323,65231
236324,42362
236328,40000
236330,40000
236332,61432
236333,44409
236336,76474
236340,40000
236347,57341
236348,60955
236357,53313
236368,50048
236372,40000
236379,45375
236383,40000
236391,42009
236400,40000
236406,40000
236407,41840
236411,66101
236415,40000
236417,68215
236425,40000
236428,55694
236431,40000
236432,57169
236435,40000
236439,40000
236442,59151
236450,95802
236452,40000
236454,55572
236455,74091
236456,62671
236460,55979
236462,50132
236464,40000
236470,53964
236472,58483
236475,54938
236484,40000
236488,65826
236491,50489
236493,55447
236498,41901
236500,87446
236510,40000
236511,59399
236512,40000
236513,69892
236516,55459
236517,55818
236526,55506
236537,59202
236539,55345
236543,63940
236544,72251
236545,62755
236546,71836
236547,40372
236549,51425
236551,49012
236552,65290
236559,40247
236564,40000
236565,40000
236573,64756
236583,63305
236586,49574
236591,63990
236595,49137
236606,61306
236607,75030
236610,40000
236617,40000
236618,52092
236625,53721
236626,76851
236630,64982
236631,58397
236633,40000
236637,53597
236639,61490
236643,49519
236644,45934
236647,71274
236648,85005
236651,91667
236659,95532
236664,55821
236667,70529
236673,65502
236674,40000
236676,41278
236685,52187
236686,77686
236689,86500
236690,59682
236691,40000
236696,51766
236698,40000
236700,40000
236707,63548
236727,78534
236731,51785
236732,43941
236733,58380
236734,54933
236747,101727
236751,69792
236753,87502
236757,41516
236761,42892
236766,40000
236772,53515
236781,45738
236782,40000
236783,52535
236791,42191
236792,45934
236797,46289
236798,40000
236801,53837
236803,40000
236809,49659
236810,58820
236812,64704
236817,43171
236819,63109
236822,40000
236828,43071
236830,49432
236832,43846
236834,40000
236835,40000
236842,93183
236847,44066
236849,47273
236851,50667
236858,40000
236863,61024
236867,59100
236874,51260
236875,58085
236880,40000
236881,58519
236884,40000
236888,46119
236890,41589
236894,50225
236896,56763
236899,64541
236901,44728
236907,40000
236909,40000
236912,59926
236913,40000
236921,65074
236922,40000
236931,69302
236942,47031
236948,61250
236949,60283
236950,69175
236956,40000
236961,40000
236962,40000
236975,40000
236977,82039
236981,59173
236983,46723
236988,75509
236993,66429
236995,40000
236996,43895
237002,40000
237003,59092
237004,40000
237006,57600
237014,56590
237016,64098
237019,52520
237020,68707
237021,77412
237022,40000
237023,40000
237024,40000
237029,70213
237033,51242
237038,44744
237039,71622
237043,45915
237046,40000
237051,44009
237052,40000
237059,40000
237063,56665
237065,67753
237068,40000
237072,66170
237073,40000
237077,60965
237080,67203
237085,40000
237092,57091
237094,59449
237096,45824
237103,77352
237104,40000
237106,47138
237107,48704
237109,40000
237112,40000
237114,83021
237118,40000
237119,67947
237125,47708
237134,48296
237136,60705
237137,83947
237143,63850
237144,40000
237165,40000
237168,62872
237170,44922
237178,48903
237185,40000
237188,40000
237196,98658
237198,40000
237201,73915
237202,67823
237212,67123
237219,40000
237232,40000
237233,64022
237239,40000
237241,40000
237243,56913
237250,54382
237254,56894
237259,52912
237263,40000
237271,40000
237273,40000
237277,82440
237278,64643
237292,54771
237295,53786
237306,60267
237310,40000
237314,67279
237321,73571
237322,46886
237323,40000
237327,75331
237328,48271
237329,40000
237331,40000
237340,75163
237362,45260
237369,52560
237373,40000
237375,40000
237389,40000
237391,52106
237396,59095
237397,40000
237399,55992
237400,49391
237401,40000
237403,40000
237405,40000
237415,53039
237424,49092
237426,69027
237441,63173
237447,40881
237448,40000
237450,46083
237452,40000
237458,56164
237459,41100
237460,43009
237463,52885
237465,79660
237473,40000
237474,41814
237480,40000
237485,40000
237490,40000
237492,80605
237494,40000
237496,55794
237499,55887
237502,40000
237507,40000
237512,68339
237513,52436
237516,45766
237520,56590
237522,40000
237528,40000
237529,65781
237530,40000
237546,61298
237548,61731
237549,43429
237556,67937
237558,56979
237561,76693
237567,42282
237569,57559
237571,45528
237573,40000
237577,56102
237578,67620
237590,40000
237593,42125
237594,40000
237597,42714
237599,40000
237601,40000
237602,48698
237610,40000
237613,47967
237624,64331
237628,40000
237630,46746
237633,40000
237635,40000
237638,40000
237643,71029
237650,106966
237654,63265
237658,52856
237668,52011
237671,59199
237673,40000
237676,42861
237679,44361
237681,46689
237688,40000
237704,40000
237712,40000
237722,40000
237730,40000
237733,89452
237734,43540
237738,40000
237747,42242
237748,54706
237758,47557
237764,65167
237768,44421
237772,40000
237776,40000
237778,40308
237783,40000
237787,40000
237788,40000
237792,60299
237804,62961
237806,54459
237808,49996
237814,40000
237817,60511
237819,80229
237822,47412
237829,41684
237840,47050
237842,62524
237844,41565
237851,64378
237856,40000
237862,40000
237863,40000
237867,73241
237869,80878
237876,51593
237886,68593
237893,40000
237894,78749
237902,60223
237912,75547
237915,40000
237921,49783
237923,40000
237926,59688
237927,65505
237928,40000
237931,51258
237934,95930
237937,40000
237938,50862
237939,61063
237945,40000
237948,51101
237954,40000
237958,40000
237960,40000
237964,68260
237966,44623
237967,47470
237973,40000
237980,40000
237983,71432
237984,40000
237992,92739
237994,52043
237995,56629
237998,61268
238002,70236
238003,40000
238007,40701
238008,47094
238015,49001
238016,40000
238019,40000
238020,52578
238023,40000
238026,55306
238028,107297
238030,48870
238031,58373
238033,74022
238038,44994
238040,51071
238041,40000
238046,50895
238047,50648
238058,61524
238061,40000
238062,40226
238064,77464
238065,85649
238069,40000
238073,46984
238074,84239
238076,40000
238079,59217
238081,40000
238091,104522
238095,80202
238104,45389
238107,40000
238111,72633
238114,40000
238122,40000
238129,50677
238132,45581
238135,45165
238144,40000
238147,40000
238148,59747
238151,63107
238156,54734
238157,50245
238160,87115
238163,47865
238164,88301
238171,67514
238172,85072
238178,43176
238181,65981
238182,41177
238195,64158
238199,41499
238201,92838
238213,51433
238216,40000
238218,49899
238224,43714
238228,48392
238229,93535
238233,80613
238234,83027
238238,61180
238240,50942
238243,73046
238244,64012
238245,45251
238246,86285
238250,64068
238255,87712
238258,40000
238259,49481
238260,40000
238263,71138
238265,59986
238268,57051
238270,40000
238273,42742
238274,40000
238275,40000
238277,59849
238278,45501
238282,40000
238285,40000
238287,41711
238297,57191
238303,70465
238309,40000
238324,40000
238325,58548
238329,65347
238330,58940
238334,48766
238347,40000
238348,42816
238349,40000
238352,40000
238353,53304
238355,40342
238358,54774
238359,40000
238360,104716
238366,54073
238373,40000
238377,46684
238379,41387
238384,48250
238385,40000
238391,40000
238396,65589
238398,66092
238404,56517
238407,40000
238408,41129
238410,40000
238412,40000
238419,40402
238422,40000
238425,44212
238428,58876
238433,45787
238443,55660
238444,40000
238446,42582
238450,41961
238453,40882
238457,52818
238467,77978
238473,40000
238478,57149
238481,51528
238482,54925
238484,105147
238485,52540
238486,53559
238489,46264
238490,40000
238494,54621
238498,50126
238499,64368
238505,71621
238507,40000
238510,40000
238511,46511
238512,57291
238514,47468
238515,90872
238516,72111
238523,45141
238524,40000
238527,49183
238533,43806
238535,40000
238538,52769
238540,64198
238547,62807
238553,51956
238560,40284
238562,40000
238564,40000
238567,53588
238568,46483
238569,40000
238583,40000
238584,40000
238586,59416
238588,77273
238589,50874
238591,53876
238592,76478
238595,42258
238598,78660
238602,40000
238603,57777
238613,57607
238614,40050
238615,40000
238619,44724
238622,40000
238623,44614
238624,99048
238626,53882
238629,45071
238631,60169
238633,58404
238635,56633
238643,40000
238646,62311
238649,52772
238650,49505
238656,40000
238657,40622
238665,40000
238667,60986
238675,46339
238676,53417
238685,40000
238687,40000
238690,40000
238693,46211
238694,40000
238696,69344
238704,60578
238709,55332
238711,77131
238716,40000
238719,50558
238720,62213
238722,44930
238725,40000
238726,40000
238728,40000
238729,56642
238731,56585
238745,43354
238754,75552
238758,53694
238760,83751
238762,67823
238763,50568
238764,46643
238768,77819
238769,40000
238785,48755
238791,40000
238802,59918
238805,40000
238806,41005
238810,40000
238816,77906
238831,56537
238833,40000
238838,40000
238846,40000
238857,56075
238861,55626
238863,47267
238864,57500
238869,41307
238870,40000
238872,51955
238874,40000
238875,40000
238878,40000
238879,40000
238880,42721
238884,40000
238885,40260
238894,62523
238898,63471
238900,40000
238910,41936
238913,60954
238918,43540
238924,59777
238926,79668
238928,54645
238930,40000
238931,42343
238953,66811
238957,85008
238960,41692
238961,41577
238971,47779
238972,46010
238974,40000
238984,89989
238985,40000
238988,51266
238993,40000
238995,49289
239005,40000
239006,96628
239009,47010
239010,40000
239012,51298
239015,57104
239017,41849
239019,40337
239030,40000
239032,41562
239036,40000
239039,49362
239041,42463
239048,40000
239051,51333
239054,40000
239060,49395
239064,54115
239066,47299
239068,44518
239069,43363
239072,40188
239073,47743
239080,40000
239083,40000
239084,73467
239087,83757
239092,40746
239104,40000
239107,60378
239111,72674
239125,52887
239132,58831
239139,97856
239150,67739
239161,46611
239163,40000
239167,40000
239174,48019
239178,82039
239183,40000
239184,63460
239191,40814
239195,43768
239196,40000
239199,40000
239202,68581
239210,40576
239217,40000
239222,40000
239233,42586
239241,61459
239260,66615
239269,41267
239273,47458
239276,41941
239277,40069
239279,65249
239282,63322
239291,49688
239292,82156
239302,40000
239304,40000
239310,49136
239314,40000
239323,61136
239331,41007
239332,79509
239333,93510
239337,40000
239341,63056
239342,52683
239344,40000
239346,40000
239347,45774
239351,83161
239357,40000
239366,60803
239370,40000
239378,57466
239379,50205
239393,40000
239412,82801
239413,40000
239422,56185
239423,66899
239426,40000
239429,40000
239431,51981
239437,40000
239444,44010
239445,56535
239447,51577
239453,102159
239459,45393
239460,40000
239465,63006
239467,55917
239468,40000
239470,40000
239474,63738
239482,51665
239484,40000
239485,40000
239488,64952
239489,40000
239490,68417
239494,40000
239499,84394
239501,63032
239503,44240
239506,48589
239508,40000
239510,49738
239517,64152
239522,40000
239523,80532
239525,69304
239526,68770
239528,49588
239533,58326
239534,55306
239535,49077
239539,40000
239542,57033
239543,68927
239548,54241
239552,40000
239556,43879
239571,64205
239573,53202
239576,87724
239583,42076
239594,48436
239595,40000
239597,55201
239606,50745
239608,44885
239617,53849
239618,40000
239621,80081
239623,40000
239634,56457
239635,67506
239640,77715
239641,60357
239646,56753
239647,40000
239648,81152
239654,48077
239662,40000
239665,40000
239667,40000
239671,63547
239673,46447
239676,81019
239677,64859
239679,75508
239680,40000
239690,58347
239691,40000
239699,40000
239709,73854
239711,51399
239712,55900
239716,40000
239725,62945
239728,70132
239729,84211
239733,40000
239736,40000
239741,40000
239746,40000
239748,69092
239754,52965
239755,49735
239760,92542
239761,40000
239764,42549
239770,57645
239773,88741
239778,53350
239780,40000
239781,42764
239782,66165
239783,40000
239785,40000
239788,66078
239801,74392
239802,48731
239809,52604
239811,44355
239826,55144
239828,56228
239830,40000
239846,40000
239848,76914
239850,40000
239852,47454
239858,40000
239861,40000
239863,54364
239865,40000
239875,65824
239877,53119
239879,40000
239886,40000
239888,62566
239894,84167
239897,40000
239899,40000
239912,63804
239918,42882
239927,74609
239928,58454
239933,40000
239934,47428
239935,71928
239937,79571
239938,72170
239942,48179
239945,55516
239946,40000
239954,40000
239959,82536
239963,40000
239964,40000
239965,61312
239967,70923
239968,40000
239973,40000
239976,40000
239977,48250
239982,46576
239987,66053
239989,40000
239990,74832
239991,51125
239994,45823
239997,52365
239999,61005
240000,63784
240003,81994
240005,80044
240008,43081
240009,40000
240013,40000
240016,40000
240017,40000
240018,47940
240029,72139
240030,40000
240035,40010
240039,40000
240042,72133
240043,53634
240047,57430
240053,69218
240054,40000
240059,64344
240060,56785
240063,40000
240065,53292
240066,47734
240074,40000
240077,80017
240079,69983
240080,48250
240085,40000
240090,50930
240092,40000
240099,43251
240100,40000
240108,40000
240109,55725
240113,54359
240122,40000
240129,43548
240133,50503
240137,40000
240149,42402
240153,40000
240154,40000
240157,69780
240159,47064
240164,40000
240166,51420
240170,41386
240174,40000
240176,60799
240178,51595
240179,57326
240181,64332
240187,65120
240193,52598
240209,79502
240211,40685
240228,62552
240239,40000
240243,103647
240253,40000
240256,50502
240258,68045
240259,63084
240268,40000
240281,40000
240290,40000
240302,55454
240303,85384
240306,55449
240310,40000
240311,83789
240312,50589
240317,45440
240318,40000
240321,42746
240322,51680
240323,40000
240324,50186
240327,40000
240332,56788
240338,60781
240341,40000
240342,40000
240344,40000
240346,44723
240348,40000
240362,40000
240366,40000
240376,67088
240379,52411
240380,45329
240381,40874
240384,71356
240385,40000
240389,80361
240391,40000
240395,41192
240399,62502
240402,40000
240404,40000
240405,40000
240407,43917
240411,40000
240416,64130
240417,44264
240420,89319
240424,62730
240429,40491
240430,51724
240435,44074
240444,59226
240449,46751
240452,40000
240470,40000
240471,54216
240473,55751
240476,57195
240493,45149
240496,54400
240499,48189
240513,40000
240514,49765
240516,89795
240529,41793
240532,55513
240543,48721
240546,50003
240547,61632
240548,40000
240549,68857
240553,98538
240554,53085
240561,48001
240564,58968
240574,40000
240578,40000
240579,40155
240586,40000
240591,40000
240598,60295
240599,40000
240601,52361
240603,60239
240607,40000
240613,44027
240615,69269
240629,40000
240633,40241
240638,40000
240639,102549
240643,55240
240646,46313
240656,52812
240657,40000
240659,79731
240660,40000
240666,40000
240672,41250
240675,43072
240681,55884
240682,77532
240684,43169
240686,57642
240687,61630
240689,40000
240692,68011
240693,40000
240695,71382
240699,43650
240707,61379
240711,48524
240717,40000
240723,70320
240726,74726
240727,40000
240732,68426
240733,45665
240735,72428
240736,40000
240737,81958
240738,73496
240741,91867
240742,40000
240743,40000
240758,74255
240762,40000
240763,40000
240764,42556
240765,62520
240767,62566
240769,62305
240770,47878
240776,56407
240777,59555
240780,54366
240782,40000
240785,77313
240786,55817
240792,58852
240793,64428
240798,47341
240799,44428
240800,69582
240805,49658
240807,41803
240808,61628
240809,40000
240810,62350
240824,65117
240838,63494
240839,88962
240843,40000
240850,52838
240852,40000
240856,40000
240858,54462
240868,66907
240870,40000
240875,58826
240882,40625
240883,78939
240886,48697
240895,54178
240900,99509
240903,87169
240904,63305
240905,53318
240907,83369
240911,40000
240913,40000
240918,40000
240922,45457
240933,53318
240935,63899
240938,51164
240942,40000
240949,55949
240952,40000
240955,63440
240960,82042
240964,56595
240965,48168
240966,70607
240971,40000
240977,56067
240978,40000
240995,43025
240996,63669
240999,77202
241005,46417
241019,71221
241021,41905
241025,40000
241031,79002
241033,46872
241041,40000
241045,40000
241049,77141
241050,82117
241061,40000
241063,73697
241064,56046
241071,77183
241076,72654
241082,40000
241084,79130
241085,44077
241088,43273
241090,55750
241101,44129
241113,74857
241114,59577
241121,40000
241122,73574
241126,87358
241135,49032
241136,40589
241143,40000
241145,55895
241150,75390
241152,40000
241164,40000
241178,65075
241180,60883
241181,67514
241190,83004
241193,40000
241194,40000
241197,74025
241206,80720
241212,40000
241214,40000
241215,40000
241222,100265
241227,40000
241231,51095
241236,66857
241242,42894
241245,40000
241249,46857
241250,82179
241254,40000
241257,40000
241259,40000
241270,40000
241271,77618
241275,59445
241276,43504
241280,65155
241289,54919
241297,41217
241301,52502
241303,77199
241305,40000
241316,70832
241325,77629
241341,83466
241347,44642
241355,46399
241360,44124
241363,47833
241371,40000
241377,67181
241379,84899
241384,76072
241388,46851
241391,40000
241395,80608
241396,64920
241398,40000
241401,89920
241408,40000
241411,81065
241416,40685
241422,55354
241425,44950
241428,59398
241434,41475
241437,42281
241438,81822
241443,40000
241444,54604
241445,40000
241449,45331
241457,51198
241471,49903
241478,76767
241480,40000
241482,74808
241488,45978
241491,48483
241494,78628
241517,58980
241520,40000
241521,50035
241524,64784
241538,72978
241539,53931
241543,53377
241552,80394
241554,40000
241558,45885
241560,78084
241567,40000
241568,59334
241572,40000
241575,51274
241576,58598
241578,58819
241583,78157
241585,79707
241588,58339
241593,40000
241594,75060
241595,47382
241598,78892
241603,56030
241608,45660
241613,47707
241621,59424
241622,68151
241626,63215
241627,40000
241634,40000
241635,56271
241638,55081
241639,61083
241643,40000
241648,55198
241658,58366
241674,53991
241675,87484
241678,41772
241680,40000
241684,51416
241686,40000
241688,49184
241692,40000
241695,52626
241700,49371
241702,50477
241713,45216
241714,43287
241719,40000
241721,40000
241725,64882
241731,40000
241732,51625
241738,51116
241740,40057
241742,82735
241743,40000
241747,68390
241748,40368
241750,40000
241753,40000
241756,54057
241759,52352
241761,42147
241762,55417
241764,85539
241767,52694
241770,51969
241773,62997
241777,53052
241784,57408
241785,40000
241787,40813
241788,60123
241792,51302
241793,76786
241794,40000
241795,51789
241803,40000
241807,51547
241813,40000
241817,40000
241828,72600
241829,83332
241843,58495
241846,53290
241857,74144
241858,56145
241863,47533
241865,40000
241866,81425
241877,40000
241880,66915
241882,43935
241886,40000
241897,72180
241898,61159
241899,51070
241906,55344
241907,50265
241914,61549
241917,56900
241918,40000
241921,67025
241926,97901
241930,53063
241939,73637
241940,72100
241942,72036
241947,54526
241949,52699
241950,67623
241955,40000
241968,40000
241969,62389
241976,50498
241979,59625
241982,61708
241988,53313
241993,55754
241994,51644
242002,67441
242005,61347
242007,65302
242009,64603
242016,49754
242018,40000
242029,40000
242054,40000
242057,40000
242061,56751
242062,40000
242063,40640
242064,40000
242065,40000
242067,77784
242069,40000
242072,41276
242075,40000
242078,57032
242083,79569
242084,69478
242088,48772
242090,46338
242101,68625
242105,58745
242112,40000
242115,64156
242116,40000
242118,69828
242120,47638
242128,40000
242137,62966
242138,54883
242140,68725
242147,42161
242154,78346
242156,52878
242165,59603
242167,57277
242171,40000
242173,49750
242175,40000
242176,49477
242178,52550
242181,40000
242186,62239
242192,53772
242198,68153
242203,40000
242207,55252
242210,52191
242218,54512
242224,40000
242231,40000
242240,71891
242242,80144
242248,73397
242250,62230
242251,40000
242252,40000
242254,52534
242257,51313
242261,57626
242262,40000
242269,45111
242270,40000
242273,40000
242274,40000
242277,40000
242298,40000
242300,92359
242307,69215
242308,46344
242317,50566
242320,40000
242324,60975
242325,46655
242327,40000
242340,47919
242341,40425
242345,59072
242349,71564
242351,40000
242352,40000
242358,59569
242359,50022
242360,40000
242361,40000
242371,51432
242373,65965
242377,45184
242406,40000
242419,53091
242421,88546
242422,82602
242427,52514
242430,59274
242432,66714
242434,40000
242437,40000
242438,43222
242441,48962
242451,40527
242458,59403
242461,40000
242464,41782
242470,46372
242472,55905
242482,44653
242484,40000
242486,99108
242488,46676
242491,40000
242501,62354
242506,64010
242509,68302
242510,51135
242516,63453
242518,94290
242520,46727
242523,76527
242530,46166
242532,70163
242533,49841
242534,54709
242535,79725
242546,52225
242549,68591
242558,40000
242562,80351
242569,61076
242570,50267
242573,69162
242583,66297
242587,60759
242589,55165
242599,64076
242601,53736
242613,52688
242615,40000
242617,63774
242620,52754
242621,40000
242622,65788
242628,65785
242632,52636
242635,53286
242638,51120
242640,43950
242648,40000
242649,60528
242652,40917
242654,40000
242657,45583
242659,40517
242661,40000
242666,53191
242670,40000
242673,42743
242675,62399
242686,75904
242687,72027
242690,63894
242691,66992
242704,64192
242706,40000
242708,40000
242712,55021
242713,54636
242715,40000
242716,41718
242723,40000
242726,46363
242727,40000
242737,41671
242744,69641
242746,58144
242747,40000
242750,40000
242751,58492
242753,59373
242756,59295
242759,51601
242763,53198
242768,40000
242776,49767
242777,49514
242784,51801
242786,41301
242787,40000
242795,66854
242796,52480
242808,62822
242811,40000
242812,45144
242817,57945
242818,40000
242827,74677
242830,49182
242833,58597
242834,49772
242853,40000
242855,74470
242857,40000
242869,46635
242874,62469
242876,70175
242883,52490
242896,63912
242898,40000
242905,47152
242911,40000
242917,43760
242920,49707
242923,40000
242925,59506
242937,40000
242945,63056
242948,56230
242949,40000
242952,40000
242953,40000
242962,42579
242965,51248
242972,54798
242976,40000
242980,42900
242989,63722
242992,74869
242993,70425
242995,40000
242998,46645
243003,80939
243005,56289
243006,40000
243012,64068
243013,46032
243014,48145
243015,40000
243016,49298
243019,51735
243024,102385
243026,57886
243028,65063
243029,69477
243033,40000
243039,89049
243043,77824
243046,40000
243048,78459
243049,40000
243054,56021
243055,49657
243061,57598
243078,81963
243082,49302
243083,40000
243085,62132
243090,40642
243092,76860
243093,53934
243094,40000
243097,47419
243102,49536
243104,90681
243109,55539
243117,73093
243125,40000
243129,73853
243130,50584
243137,42381
243142,80961
243144,68658
243145,68470
243146,64992
243154,64626
243156,40000
243159,40000
243161,59241
243162,44404
243165,54298
243166,40000
243169,60333
243170,41443
243179,46129
243183,69636
243190,40000
243191,59440
243193,57213
243198,60278
243205,84053
243208,40000
243219,50367
243222,49238
243228,82354
243231,68453
243238,65965
243241,78985
243243,60683
243251,52122
243253,50173
243260,62284
243266,68073
243267,61662
243270,46095
243275,67721
243276,42026
243280,78430
243289,95555
243295,59269
